angle(deg) 	 sin
10 	 0.17364817766693033
10.6 	 0.18395135061272014
11.2 	 0.19423435121997198
11.799999999999999 	 0.20449605184179032
12.399999999999999 	 0.21473532716706317
12.999999999999998 	 0.22495105434386498
13.599999999999998 	 0.23514211310258995
14.199999999999998 	 0.2453073858788025
14.799999999999997 	 0.2554457579357905
15.399999999999997 	 0.26555611748680874
15.999999999999996 	 0.27563735581699905
16.599999999999998 	 0.2856883674049735
17.2 	 0.29570805004404666
17.8 	 0.30569530496310565
18.400000000000002 	 0.3156490369471025
19.000000000000004 	 0.32556815445715676
19.600000000000005 	 0.3354515697502551
20.200000000000006 	 0.34529819899853476
20.800000000000008 	 0.3551069624081372
21.40000000000001 	 0.3648767843376198
22.00000000000001 	 0.37460659341591224
22.600000000000012 	 0.3842953226598039
23.200000000000014 	 0.3939419095909513
23.800000000000015 	 0.40354529635239034
24.400000000000016 	 0.413104429824542
25.000000000000018 	 0.4226182617406997
25.60000000000002 	 0.4320857488019826
26.20000000000002 	 0.44150585279174553
26.800000000000022 	 0.45087754068943103
27.400000000000023 	 0.460199784783852
28.000000000000025 	 0.46947156278589114
28.600000000000026 	 0.47869185794060715
29.200000000000028 	 0.4878596591387331
29.80000000000003 	 0.49697396102755576
30.40000000000003 	 0.5060337641211643
31.000000000000032 	 0.5150380749100547
31.600000000000033 	 0.5239859059700795
32.20000000000003 	 0.5328762760707305
32.80000000000003 	 0.5417082102827403
33.400000000000034 	 0.550480740084996
34.000000000000036 	 0.5591929034707473
34.60000000000004 	 0.5678437450531018
35.20000000000004 	 0.5764323161697937
35.80000000000004 	 0.584957674987216
36.40000000000004 	 0.593418886603702
37.00000000000004 	 0.6018150231520488
37.600000000000044 	 0.6101451639012683
38.200000000000045 	 0.6184083953575547
38.80000000000005 	 0.6266038113644612
39.40000000000005 	 0.6347305132022683
40.00000000000005 	 0.64278760968654
40.60000000000005 	 0.6507742172658516
41.20000000000005 	 0.6586894601186811
41.800000000000054 	 0.6665324702494532
42.400000000000055 	 0.6743023875837242
43.00000000000006 	 0.6819983600624991
43.60000000000006 	 0.6896195437356705
44.20000000000006 	 0.6971651028545653
44.80000000000006 	 0.7046342099635955
45.40000000000006 	 0.7120260459909973
46.000000000000064 	 0.7193398003386517
46.600000000000065 	 0.7265746709709766
47.20000000000007 	 0.7337298645028771
47.80000000000007 	 0.7408045962867509
48.40000000000007 	 0.7477980904985326
49.00000000000007 	 0.7547095802227727
49.60000000000007 	 0.7615383075367375
50.200000000000074 	 0.7682835235935241
50.800000000000075 	 0.7749444887041804
51.40000000000008 	 0.7815204724188195
52.00000000000008 	 0.7880107536067228
52.60000000000008 	 0.7944146205354189
53.20000000000008 	 0.8007313709487343
53.80000000000008 	 0.8069603121438027
54.400000000000084 	 0.8131007610470284
55.000000000000085 	 0.8191520442889926
55.60000000000009 	 0.8251134982782959
56.20000000000009 	 0.8309844692743291
56.80000000000009 	 0.8367643134589624
57.40000000000009 	 0.8424523970071484
58.00000000000009 	 0.8480480961564267
58.600000000000094 	 0.8535507972753282
59.200000000000095 	 0.8589598969306652
59.8000000000001 	 0.8642748019537055
